,RegionID,RegionName,StateName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,average
30,394735,"Kansas City, MO",MO,209500.0,205000.0,217000.0,227800.0,235000.0,238000.0,231950.0,230000.0,224000.0,217000.0,220000.0,225000.0,220000.0,220000.0,239900.0,238650.0,243000.0,250000.0,258000.0,256675.0,260000.0,253750.0,250000.0,245000.0,245000.0,250000.0,257000.0,268000.0,281000.0,280000.0,244869.67741935485
31,394775,"Las Vegas, NV",NV,299950.0,299990.0,300000.0,298000.0,296000.0,299995.0,300000.0,307000.0,310000.0,305000.0,309283.0,309003.0,300307.0,312000.0,311000.0,305000.0,315000.0,323736.0,319000.0,320000.0,320000.0,321500.0,325000.0,325000.0,322000.0,330000.0,339000.0,345000.0,356000.0,365000.0,318823.8387096774
32,394492,"Columbus, OH",OH,190300.0,195900.0,205000.0,215000.0,222000.0,227000.0,219900.0,210400.0,210000.0,214000.0,207000.0,212000.0,215000.0,216000.0,230250.0,233000.0,230000.0,228000.0,242750.0,235000.0,229950.0,230000.0,230000.0,229000.0,226000.0,217500.0,238000.0,251200.0,260000.0,270000.0,230149.74193548388
33,394705,"Indianapolis, IN",IN,172900.0,175000.0,183000.0,190000.0,195000.0,205000.0,204000.0,205000.0,195000.0,199000.0,195000.0,199990.0,185000.0,194000.0,214250.0,215000.0,217444.0,220100.0,225000.0,228000.0,228000.0,223500.0,225000.0,220000.0,212927.0,222000.0,225000.0,236000.0,251000.0,249000.0,216284.38709677415
34,395059,"San Jose, CA",CA,984500.0,1000000.0,1064000.0,1080000.0,1100000.0,1120000.0,1085000.0,1015000.0,1000000.0,1000000.0,1040000.0,986500.0,940000.0,1080000.0,1114500.0,1130000.0,1130000.0,1122500.0,1120000.0,1155000.0,1125000.0,1174410.0,1137500.0,1125000.0,1131000.0,1160000.0,1255000.0,1305000.0,1300500.0,1340000.0,1087595.7741935484
35,394355,"Austin, TX",TX,297500.0,294900.0,310500.0,320000.0,334368.0,330000.0,324410.0,324950.0,315995.0,324000.0,313000.0,324240.0,310000.0,325000.0,335000.0,329995.0,333000.0,345000.0,357000.0,355000.0,360000.0,370000.0,367250.0,375000.0,370500.0,400000.0,437000.0,480000.0,470555.0,490000.0,355436.06451612903
36,395194,"Virginia Beach, VA",VA,230000.0,245000.0,237500.0,250000.0,260000.0,259900.0,265000.0,260000.0,255000.0,250000.0,249900.0,250000.0,247500.0,247000.0,260000.0,260400.0,272900.0,269000.0,280000.0,274000.0,278000.0,274000.0,275000.0,270000.0,260000.0,265500.0,269700.0,282000.0,290000.0,299000.0,267144.96774193546
37,394902,"Nashville, TN",TN,277713.0,279413.0,289000.0,287950.0,300000.0,308071.0,302523.0,305000.0,300000.0,299000.0,308054.0,314990.0,297000.0,297900.0,314435.0,309900.0,308000.0,315000.0,325000.0,325000.0,322900.0,331450.0,321440.0,325000.0,320000.0,331000.0,340000.0,349997.0,364900.0,380000.0,317598.0
38,395005,"Providence, RI",RI,260000.0,259450.0,275000.0,279900.0,295000.0,300000.0,300000.0,295000.0,298000.0,290000.0,295000.0,285000.0,291000.0,279681.0,305000.0,309000.0,309000.0,310000.0,324950.0,334900.0,332250.0,335000.0,329000.0,325000.0,321500.0,312000.0,329000.0,340000.0,350000.0,369200.0,310768.9032258064
39,394862,"Milwaukee, WI",WI,192450.0,190000.0,212500.0,215000.0,209950.0,215000.0,205750.0,215000.0,210000.0,196500.0,199950.0,192700.0,190500.0,190500.0,210000.0,220000.0,216250.0,224900.0,225000.0,237000.0,225000.0,220000.0,220000.0,215250.0,206500.0,212500.0,220750.0,226000.0,235000.0,247000.0,219090.70967741936
