"cell_value","category_code","geo_level_code","data_type_code","time","Quarter"
285600,"SOLD","US","MEDIAN","2014-05","2014-Q2"
43,"SOLD","US","TOTAL","2014-05","2014-Q2"
14,"SOLD","US","NOTSTD","2014-05","2014-Q2"
16,"SOLD","US","UNDERC","2014-05","2014-Q2"
323500,"SOLD","US","AVERAG","2014-05","2014-Q2"
109,"ASOLD","WE","TOTAL","2014-05","2014-Q2"
45,"FORSALE","WE","TOTAL","2014-05","2014-Q2"
11,"SOLD","WE","TOTAL","2014-05","2014-Q2"
54,"ASOLD","MW","TOTAL","2014-06","2014-Q2"
28,"FORSALE","MW","TOTAL","2014-06","2014-Q2"
5,"SOLD","MW","TOTAL","2014-06","2014-Q2"
26,"ASOLD","NE","TOTAL","2014-06","2014-Q2"
17,"FORSALE","NE","TOTAL","2014-06","2014-Q2"
2,"SOLD","NE","TOTAL","2014-06","2014-Q2"
233,"ASOLD","SO","TOTAL","2014-06","2014-Q2"
107,"FORSALE","SO","TOTAL","2014-06","2014-Q2"
21,"SOLD","SO","TOTAL","2014-06","2014-Q2"
133,"ASOLD","US","NOTSTD","2014-06","2014-Q2"
140,"ASOLD","US","COMPED","2014-06","2014-Q2"
145,"ASOLD","US","UNDERC","2014-06","2014-Q2"
418,"ASOLD","US","TOTAL","2014-06","2014-Q2"
46,"FORSALE","US","COMPED","2014-06","2014-Q2"
119,"FORSALE","US","UNDERC","2014-06","2014-Q2"
197,"FORSALE","US","TOTAL","2014-06","2014-Q2"
3.4,"FORSALE","US","MMTHS","2014-06","2014-Q2"
33,"FORSALE","US","NOTSTD","2014-06","2014-Q2"
5.2,"FORSALE","US","MONSUP","2014-06","2014-Q2"
5.7,"FORSALE","US","MONSUP","2014-06","2014-Q2"
32,"FORSALE","US","NOTSTD","2014-06","2014-Q2"
117,"FORSALE","US","UNDERC","2014-06","2014-Q2"
287000,"SOLD","US","MEDIAN","2014-06","2014-Q2"
38,"SOLD","US","TOTAL","2014-06","2014-Q2"
12,"SOLD","US","NOTSTD","2014-06","2014-Q2"
13,"SOLD","US","UNDERC","2014-06","2014-Q2"
338100,"SOLD","US","AVERAG","2014-06","2014-Q2"
13,"SOLD","US","COMPED","2014-06","2014-Q2"
105,"ASOLD","WE","TOTAL","2014-06","2014-Q2"
46,"FORSALE","WE","TOTAL","2014-06","2014-Q2"
10,"SOLD","WE","TOTAL","2014-06","2014-Q2"
54,"ASOLD","MW","TOTAL","2014-07","2014-Q3"
5,"SOLD","MW","TOTAL","2014-07","2014-Q3"
22,"ASOLD","NE","TOTAL","2014-07","2014-Q3"
2,"SOLD","NE","TOTAL","2014-07","2014-Q3"
50,"FORSALE","US","COMPED","2014-06","2014-Q2"
199,"FORSALE","US","TOTAL","2014-06","2014-Q2"
28,"FORSALE","MW","TOTAL","2014-07","2014-Q3"
17,"FORSALE","NE","TOTAL","2014-07","2014-Q3"
226,"ASOLD","SO","TOTAL","2014-07","2014-Q3"
113,"FORSALE","SO","TOTAL","2014-07","2014-Q3"
20,"SOLD","SO","TOTAL","2014-07","2014-Q3"
402,"ASOLD","US","TOTAL","2014-07","2014-Q3"
133,"ASOLD","US","COMPED","2014-07","2014-Q3"
130,"ASOLD","US","NOTSTD","2014-07","2014-Q3"
139,"ASOLD","US","UNDERC","2014-07","2014-Q3"
47,"FORSALE","US","COMPED","2014-07","2014-Q3"
126,"FORSALE","US","UNDERC","2014-07","2014-Q3"
206,"FORSALE","US","TOTAL","2014-07","2014-Q3"
3.3,"FORSALE","US","MMTHS","2014-07","2014-Q3"
33,"FORSALE","US","NOTSTD","2014-07","2014-Q3"
6,"FORSALE","US","MONSUP","2014-07","2014-Q3"
6.2,"FORSALE","US","MONSUP","2014-07","2014-Q3"
33,"FORSALE","US","NOTSTD","2014-07","2014-Q3"
122,"FORSALE","US","UNDERC","2014-07","2014-Q3"
52,"FORSALE","US","COMPED","2014-07","2014-Q3"
207,"FORSALE","US","TOTAL","2014-07","2014-Q3"
280400,"SOLD","US","MEDIAN","2014-07","2014-Q3"
35,"SOLD","US","TOTAL","2014-07","2014-Q3"
11,"SOLD","US","NOTSTD","2014-07","2014-Q3"
13,"SOLD","US","UNDERC","2014-07","2014-Q3"
345200,"SOLD","US","AVERAG","2014-07","2014-Q3"
11,"SOLD","US","COMPED","2014-07","2014-Q3"
100,"ASOLD","WE","TOTAL","2014-07","2014-Q3"
48,"FORSALE","WE","TOTAL","2014-07","2014-Q3"
8,"SOLD","WE","TOTAL","2014-07","2014-Q3"
54,"ASOLD","MW","TOTAL","2014-08","2014-Q3"
29,"FORSALE","MW","TOTAL","2014-08","2014-Q3"
5,"SOLD","MW","TOTAL","2014-08","2014-Q3"
30,"ASOLD","NE","TOTAL","2014-08","2014-Q3"
16,"FORSALE","NE","TOTAL","2014-08","2014-Q3"
3,"SOLD","NE","TOTAL","2014-08","2014-Q3"
246,"ASOLD","SO","TOTAL","2014-08","2014-Q3"
116,"FORSALE","SO","TOTAL","2014-08","2014-Q3"
19,"SOLD","SO","TOTAL","2014-08","2014-Q3"
148,"ASOLD","US","NOTSTD","2014-08","2014-Q3"
153,"ASOLD","US","UNDERC","2014-08","2014-Q3"
155,"ASOLD","US","COMPED","2014-08","2014-Q3"
456,"ASOLD","US","TOTAL","2014-08","2014-Q3"
49,"FORSALE","US","COMPED","2014-08","2014-Q3"
127,"FORSALE","US","UNDERC","2014-08","2014-Q3"
209,"FORSALE","US","TOTAL","2014-08","2014-Q3"
3.1,"FORSALE","US","MMTHS","2014-08","2014-Q3"
33,"FORSALE","US","NOTSTD","2014-08","2014-Q3"
5.8,"FORSALE","US","MONSUP","2014-08","2014-Q3"
33,"FORSALE","US","NOTSTD","2014-08","2014-Q3"
123,"FORSALE","US","UNDERC","2014-08","2014-Q3"
5.4,"FORSALE","US","MONSUP","2014-08","2014-Q3"
51,"FORSALE","US","COMPED","2014-08","2014-Q3"
207,"FORSALE","US","TOTAL","2014-08","2014-Q3"
291700,"SOLD","US","MEDIAN","2014-08","2014-Q3"
36,"SOLD","US","TOTAL","2014-08","2014-Q3"
11,"SOLD","US","NOTSTD","2014-08","2014-Q3"
13,"SOLD","US","UNDERC","2014-08","2014-Q3"
356200,"SOLD","US","AVERAG","2014-08","2014-Q3"
12,"SOLD","US","COMPED","2014-08","2014-Q3"
126,"ASOLD","WE","TOTAL","2014-08","2014-Q3"
47,"FORSALE","WE","TOTAL","2014-08","2014-Q3"
10,"SOLD","WE","TOTAL","2014-08","2014-Q3"
59,"ASOLD","MW","TOTAL","2014-09","2014-Q3"
29,"FORSALE","MW","TOTAL","2014-09","2014-Q3"
5,"SOLD","MW","TOTAL","2014-09","2014-Q3"
32,"ASOLD","NE","TOTAL","2014-09","2014-Q3"
17,"FORSALE","NE","TOTAL","2014-09","2014-Q3"
3,"SOLD","NE","TOTAL","2014-09","2014-Q3"
258,"ASOLD","SO","TOTAL","2014-09","2014-Q3"
119,"FORSALE","SO","TOTAL","2014-09","2014-Q3"
20,"SOLD","SO","TOTAL","2014-09","2014-Q3"
145,"ASOLD","US","NOTSTD","2014-09","2014-Q3"
171,"ASOLD","US","UNDERC","2014-09","2014-Q3"
154,"ASOLD","US","COMPED","2014-09","2014-Q3"
470,"ASOLD","US","TOTAL","2014-09","2014-Q3"
52,"FORSALE","US","COMPED","2014-09","2014-Q3"
127,"FORSALE","US","UNDERC","2014-09","2014-Q3"
213,"FORSALE","US","TOTAL","2014-09","2014-Q3"
3,"FORSALE","US","MMTHS","2014-09","2014-Q3"
34,"FORSALE","US","NOTSTD","2014-09","2014-Q3"
5.8,"FORSALE","US","MONSUP","2014-09","2014-Q3"
53,"FORSALE","US","COMPED","2014-09","2014-Q3"
5.4,"FORSALE","US","MONSUP","2014-09","2014-Q3"
122,"FORSALE","US","UNDERC","2014-09","2014-Q3"
35,"FORSALE","US","NOTSTD","2014-09","2014-Q3"
210,"FORSALE","US","TOTAL","2014-09","2014-Q3"
261500,"SOLD","US","MEDIAN","2014-09","2014-Q3"
37,"SOLD","US","TOTAL","2014-09","2014-Q3"
11,"SOLD","US","NOTSTD","2014-09","2014-Q3"
14,"SOLD","US","UNDERC","2014-09","2014-Q3"
319100,"SOLD","US","AVERAG","2014-09","2014-Q3"
12,"SOLD","US","COMPED","2014-09","2014-Q3"
121,"ASOLD","WE","TOTAL","2014-09","2014-Q3"
48,"FORSALE","WE","TOTAL","2014-09","2014-Q3"
9,"SOLD","WE","TOTAL","2014-09","2014-Q3"
64,"ASOLD","MW","TOTAL","2014-10","2014-Q4"
29,"FORSALE","MW","TOTAL","2014-10","2014-Q4"
6,"SOLD","MW","TOTAL","2014-10","2014-Q4"
25,"ASOLD","NE","TOTAL","2014-10","2014-Q4"
17,"FORSALE","NE","TOTAL","2014-10","2014-Q4"
2,"SOLD","NE","TOTAL","2014-10","2014-Q4"
266,"ASOLD","SO","TOTAL","2014-10","2014-Q4"
120,"FORSALE","SO","TOTAL","2014-10","2014-Q4"
21,"SOLD","SO","TOTAL","2014-10","2014-Q4"
173,"ASOLD","US","UNDERC","2014-10","2014-Q4"
147,"ASOLD","US","NOTSTD","2014-10","2014-Q4"
156,"ASOLD","US","COMPED","2014-10","2014-Q4"
476,"ASOLD","US","TOTAL","2014-10","2014-Q4"
55,"FORSALE","US","COMPED","2014-10","2014-Q4"
123,"FORSALE","US","UNDERC","2014-10","2014-Q4"
213,"FORSALE","US","TOTAL","2014-10","2014-Q4"
2.9,"FORSALE","US","MMTHS","2014-10","2014-Q4"
36,"FORSALE","US","NOTSTD","2014-10","2014-Q4"
5.6,"FORSALE","US","MONSUP","2014-10","2014-Q4"
5.3,"FORSALE","US","MONSUP","2014-10","2014-Q4"
54,"FORSALE","US","COMPED","2014-10","2014-Q4"
121,"FORSALE","US","UNDERC","2014-10","2014-Q4"
34,"FORSALE","US","NOTSTD","2014-10","2014-Q4"
209,"FORSALE","US","TOTAL","2014-10","2014-Q4"
38,"SOLD","US","TOTAL","2014-10","2014-Q4"
11,"SOLD","US","NOTSTD","2014-10","2014-Q4"
14,"SOLD","US","UNDERC","2014-10","2014-Q4"
13,"SOLD","US","COMPED","2014-10","2014-Q4"
377500,"SOLD","US","AVERAG","2014-10","2014-Q4"
297000,"SOLD","US","MEDIAN","2014-10","2014-Q4"
121,"ASOLD","WE","TOTAL","2014-10","2014-Q4"
47,"FORSALE","WE","TOTAL","2014-10","2014-Q4"
9,"SOLD","WE","TOTAL","2014-10","2014-Q4"
59,"ASOLD","MW","TOTAL","2014-11","2014-Q4"
29,"FORSALE","MW","TOTAL","2014-11","2014-Q4"
4,"SOLD","MW","TOTAL","2014-11","2014-Q4"
31,"ASOLD","NE","TOTAL","2014-11","2014-Q4"
17,"FORSALE","NE","TOTAL","2014-11","2014-Q4"
2,"SOLD","NE","TOTAL","2014-11","2014-Q4"
229,"ASOLD","SO","TOTAL","2014-11","2014-Q4"
120,"FORSALE","SO","TOTAL","2014-11","2014-Q4"
17,"SOLD","SO","TOTAL","2014-11","2014-Q4"
158,"ASOLD","US","UNDERC","2014-11","2014-Q4"
147,"ASOLD","US","NOTSTD","2014-11","2014-Q4"
137,"ASOLD","US","COMPED","2014-11","2014-Q4"
442,"ASOLD","US","TOTAL","2014-11","2014-Q4"
121,"FORSALE","US","UNDERC","2014-11","2014-Q4"
212,"FORSALE","US","TOTAL","2014-11","2014-Q4"
3,"FORSALE","US","MMTHS","2014-11","2014-Q4"
33,"FORSALE","US","NOTSTD","2014-11","2014-Q4"
6.8,"FORSALE","US","MONSUP","2014-11","2014-Q4"
58,"FORSALE","US","COMPED","2014-11","2014-Q4"
5.7,"FORSALE","US","MONSUP","2014-11","2014-Q4"
120,"FORSALE","US","UNDERC","2014-11","2014-Q4"
35,"FORSALE","US","NOTSTD","2014-11","2014-Q4"
56,"FORSALE","US","COMPED","2014-11","2014-Q4"
10,"SOLD","US","NOTSTD","2014-11","2014-Q4"
11,"SOLD","US","UNDERC","2014-11","2014-Q4"
10,"SOLD","US","COMPED","2014-11","2014-Q4"
31,"SOLD","US","TOTAL","2014-11","2014-Q4"
348900,"SOLD","US","AVERAG","2014-11","2014-Q4"
298300,"SOLD","US","MEDIAN","2014-11","2014-Q4"
123,"ASOLD","WE","TOTAL","2014-11","2014-Q4"
47,"FORSALE","WE","TOTAL","2014-11","2014-Q4"
8,"SOLD","WE","TOTAL","2014-11","2014-Q4"
56,"ASOLD","MW","TOTAL","2014-12","2014-Q4"
29,"FORSALE","MW","TOTAL","2014-12","2014-Q4"
18,"FORSALE","NE","TOTAL","2014-12","2014-Q4"
2,"SOLD","NE","TOTAL","2014-12","2014-Q4"
285,"ASOLD","SO","TOTAL","2014-12","2014-Q4"
118,"FORSALE","SO","TOTAL","2014-12","2014-Q4"
20,"SOLD","SO","TOTAL","2014-12","2014-Q4"
211,"FORSALE","US","TOTAL","2014-11","2014-Q4"
4,"SOLD","MW","TOTAL","2014-12","2014-Q4"
31,"ASOLD","NE","TOTAL","2014-12","2014-Q4"
145,"ASOLD","US","NOTSTD","2014-12","2014-Q4"
163,"ASOLD","US","UNDERC","2014-12","2014-Q4"
189,"ASOLD","US","COMPED","2014-12","2014-Q4"
497,"ASOLD","US","TOTAL","2014-12","2014-Q4"
118,"FORSALE","US","UNDERC","2014-12","2014-Q4"
212,"FORSALE","US","TOTAL","2014-12","2014-Q4"
3,"FORSALE","US","MMTHS","2014-12","2014-Q4"
33,"FORSALE","US","NOTSTD","2014-12","2014-Q4"
6.1,"FORSALE","US","MONSUP","2014-12","2014-Q4"
60,"FORSALE","US","COMPED","2014-12","2014-Q4"
56,"FORSALE","US","COMPED","2014-12","2014-Q4"
34,"FORSALE","US","NOTSTD","2014-12","2014-Q4"
120,"FORSALE","US","UNDERC","2014-12","2014-Q4"
210,"FORSALE","US","TOTAL","2014-12","2014-Q4"
5.1,"FORSALE","US","MONSUP","2014-12","2014-Q4"
10,"SOLD","US","NOTSTD","2014-12","2014-Q4"
10,"SOLD","US","UNDERC","2014-12","2014-Q4"
15,"SOLD","US","COMPED","2014-12","2014-Q4"
35,"SOLD","US","TOTAL","2014-12","2014-Q4"
373200,"SOLD","US","AVERAG","2014-12","2014-Q4"
301500,"SOLD","US","MEDIAN","2014-12","2014-Q4"
125,"ASOLD","WE","TOTAL","2014-12","2014-Q4"
47,"FORSALE","WE","TOTAL","2014-12","2014-Q4"
9,"SOLD","WE","TOTAL","2014-12","2014-Q4"
28,"FORSALE","MW","TOTAL","2015-01","2015-Q1"
4,"SOLD","MW","TOTAL","2015-01","2015-Q1"
18,"FORSALE","NE","TOTAL","2015-01","2015-Q1"
1,"SOLD","NE","TOTAL","2015-01","2015-Q1"
292,"ASOLD","SO","TOTAL","2015-01","2015-Q1"
113,"FORSALE","SO","TOTAL","2015-01","2015-Q1"
23,"SOLD","SO","TOTAL","2015-01","2015-Q1"
113,"FORSALE","US","UNDERC","2015-01","2015-Q1"
206,"FORSALE","US","TOTAL","2015-01","2015-Q1"
3.2,"FORSALE","US","MMTHS","2015-01","2015-Q1"
36,"FORSALE","US","NOTSTD","2015-01","2015-Q1"
5.2,"FORSALE","US","MONSUP","2015-01","2015-Q1"
58,"FORSALE","US","COMPED","2015-01","2015-Q1"
54,"FORSALE","US","COMPED","2015-01","2015-Q1"
117,"FORSALE","US","UNDERC","2015-01","2015-Q1"
4.8,"FORSALE","US","MONSUP","2015-01","2015-Q1"
36,"FORSALE","US","NOTSTD","2015-01","2015-Q1"
207,"FORSALE","US","TOTAL","2015-01","2015-Q1"
12,"SOLD","US","NOTSTD","2015-01","2015-Q1"
13,"SOLD","US","UNDERC","2015-01","2015-Q1"
15,"SOLD","US","COMPED","2015-01","2015-Q1"
292000,"SOLD","US","MEDIAN","2015-01","2015-Q1"
39,"SOLD","US","TOTAL","2015-01","2015-Q1"
348300,"SOLD","US","AVERAG","2015-01","2015-Q1"
47,"FORSALE","WE","TOTAL","2015-01","2015-Q1"
11,"SOLD","WE","TOTAL","2015-01","2015-Q1"
53,"ASOLD","MW","TOTAL","2015-02","2015-Q1"
64,"ASOLD","MW","TOTAL","2015-01","2015-Q1"
195,"ASOLD","US","COMPED","2015-01","2015-Q1"
515,"ASOLD","US","TOTAL","2015-01","2015-Q1"
145,"ASOLD","WE","TOTAL","2015-01","2015-Q1"
14,"ASOLD","NE","TOTAL","2015-01","2015-Q1"
146,"ASOLD","US","NOTSTD","2015-01","2015-Q1"
174,"ASOLD","US","UNDERC","2015-01","2015-Q1"
27,"FORSALE","MW","TOTAL","2015-02","2015-Q1"
4,"SOLD","MW","TOTAL","2015-02","2015-Q1"
28,"ASOLD","NE","TOTAL","2015-02","2015-Q1"
18,"FORSALE","NE","TOTAL","2015-02","2015-Q1"
2,"SOLD","NE","TOTAL","2015-02","2015-Q1"
327,"ASOLD","SO","TOTAL","2015-02","2015-Q1"
111,"FORSALE","SO","TOTAL","2015-02","2015-Q1"
28,"SOLD","SO","TOTAL","2015-02","2015-Q1"
175,"ASOLD","US","NOTSTD","2015-02","2015-Q1"
185,"ASOLD","US","UNDERC","2015-02","2015-Q1"
180,"ASOLD","US","COMPED","2015-02","2015-Q1"
540,"ASOLD","US","TOTAL","2015-02","2015-Q1"
201,"FORSALE","US","TOTAL","2015-02","2015-Q1"
3.3,"FORSALE","US","MMTHS","2015-02","2015-Q1"
36,"FORSALE","US","NOTSTD","2015-02","2015-Q1"
4.4,"FORSALE","US","MONSUP","2015-02","2015-Q1"
58,"FORSALE","US","COMPED","2015-02","2015-Q1"
107,"FORSALE","US","UNDERC","2015-02","2015-Q1"
112,"FORSALE","US","UNDERC","2015-02","2015-Q1"
4.5,"FORSALE","US","MONSUP","2015-02","2015-Q1"
36,"FORSALE","US","NOTSTD","2015-02","2015-Q1"
15,"SOLD","US","UNDERC","2015-02","2015-Q1"
15,"SOLD","US","COMPED","2015-02","2015-Q1"
45,"SOLD","US","TOTAL","2015-02","2015-Q1"
16,"SOLD","US","NOTSTD","2015-02","2015-Q1"
346300,"SOLD","US","AVERAG","2015-02","2015-Q1"
286600,"SOLD","US","MEDIAN","2015-02","2015-Q1"
132,"ASOLD","WE","TOTAL","2015-02","2015-Q1"
45,"FORSALE","WE","TOTAL","2015-02","2015-Q1"
