"cell_value","category_code","geo_level_code","data_type_code","time","Quarter"
231,"FORSALE","US","UNDERC","2004-01","2004-Q1"
209500,"SOLD","US","MEDIAN","2004-01","2004-Q1"
89,"SOLD","US","TOTAL","2004-01","2004-Q1"
40,"SOLD","US","NOTSTD","2004-01","2004-Q1"
30,"SOLD","US","UNDERC","2004-01","2004-Q1"
262100,"SOLD","US","AVERAG","2004-01","2004-Q1"
19,"SOLD","US","COMPED","2004-01","2004-Q1"
292,"ASOLD","WE","TOTAL","2004-01","2004-Q1"
78,"FORSALE","WE","TOTAL","2004-01","2004-Q1"
23,"SOLD","WE","TOTAL","2004-01","2004-Q1"
94,"FORSALE","MW","TOTAL","2004-02","2004-Q1"
16,"SOLD","MW","TOTAL","2004-02","2004-Q1"
192,"ASOLD","MW","TOTAL","2004-02","2004-Q1"
84,"ASOLD","NE","TOTAL","2004-02","2004-Q1"
25,"FORSALE","NE","TOTAL","2004-02","2004-Q1"
8,"SOLD","NE","TOTAL","2004-02","2004-Q1"
532,"ASOLD","SO","TOTAL","2004-02","2004-Q1"
172,"FORSALE","SO","TOTAL","2004-02","2004-Q1"
47,"SOLD","SO","TOTAL","2004-02","2004-Q1"
1159,"ASOLD","US","TOTAL","2004-02","2004-Q1"
451,"ASOLD","US","NOTSTD","2004-02","2004-Q1"
411,"ASOLD","US","UNDERC","2004-02","2004-Q1"
297,"ASOLD","US","COMPED","2004-02","2004-Q1"
87,"FORSALE","US","COMPED","2004-02","2004-Q1"
225,"FORSALE","US","UNDERC","2004-02","2004-Q1"
366,"FORSALE","US","TOTAL","2004-02","2004-Q1"
4.4,"FORSALE","US","MMTHS","2004-02","2004-Q1"
54,"FORSALE","US","NOTSTD","2004-02","2004-Q1"
3.6,"FORSALE","US","MONSUP","2004-02","2004-Q1"
372,"FORSALE","US","TOTAL","2004-02","2004-Q1"
3.7,"FORSALE","US","MONSUP","2004-02","2004-Q1"
84,"FORSALE","US","COMPED","2004-02","2004-Q1"
56,"FORSALE","US","NOTSTD","2004-02","2004-Q1"
232,"FORSALE","US","UNDERC","2004-02","2004-Q1"
102,"SOLD","US","TOTAL","2004-02","2004-Q1"
42,"SOLD","US","NOTSTD","2004-02","2004-Q1"
35,"SOLD","US","UNDERC","2004-02","2004-Q1"
264100,"SOLD","US","AVERAG","2004-02","2004-Q1"
24,"SOLD","US","COMPED","2004-02","2004-Q1"
219600,"SOLD","US","MEDIAN","2004-02","2004-Q1"
351,"ASOLD","WE","TOTAL","2004-02","2004-Q1"
74,"FORSALE","WE","TOTAL","2004-02","2004-Q1"
31,"SOLD","WE","TOTAL","2004-02","2004-Q1"
196,"ASOLD","MW","TOTAL","2004-03","2004-Q1"
99,"FORSALE","MW","TOTAL","2004-03","2004-Q1"
19,"SOLD","MW","TOTAL","2004-03","2004-Q1"
86,"ASOLD","NE","TOTAL","2004-03","2004-Q1"
26,"FORSALE","NE","TOTAL","2004-03","2004-Q1"
8,"SOLD","NE","TOTAL","2004-03","2004-Q1"
620,"ASOLD","SO","TOTAL","2004-03","2004-Q1"
176,"FORSALE","SO","TOTAL","2004-03","2004-Q1"
59,"SOLD","SO","TOTAL","2004-03","2004-Q1"
1276,"ASOLD","US","TOTAL","2004-03","2004-Q1"
523,"ASOLD","US","NOTSTD","2004-03","2004-Q1"
440,"ASOLD","US","UNDERC","2004-03","2004-Q1"
313,"ASOLD","US","COMPED","2004-03","2004-Q1"
231,"FORSALE","US","UNDERC","2004-03","2004-Q1"
375,"FORSALE","US","TOTAL","2004-03","2004-Q1"
4.5,"FORSALE","US","MMTHS","2004-03","2004-Q1"
62,"FORSALE","US","NOTSTD","2004-03","2004-Q1"
3,"FORSALE","US","MONSUP","2004-03","2004-Q1"
82,"FORSALE","US","COMPED","2004-03","2004-Q1"
381,"FORSALE","US","TOTAL","2004-03","2004-Q1"
3.6,"FORSALE","US","MONSUP","2004-03","2004-Q1"
82,"FORSALE","US","COMPED","2004-03","2004-Q1"
61,"FORSALE","US","NOTSTD","2004-03","2004-Q1"
238,"FORSALE","US","UNDERC","2004-03","2004-Q1"
53,"SOLD","US","NOTSTD","2004-03","2004-Q1"
41,"SOLD","US","UNDERC","2004-03","2004-Q1"
261000,"SOLD","US","AVERAG","2004-03","2004-Q1"
29,"SOLD","US","COMPED","2004-03","2004-Q1"
209600,"SOLD","US","MEDIAN","2004-03","2004-Q1"
123,"SOLD","US","TOTAL","2004-03","2004-Q1"
374,"ASOLD","WE","TOTAL","2004-03","2004-Q1"
75,"FORSALE","WE","TOTAL","2004-03","2004-Q1"
38,"SOLD","WE","TOTAL","2004-03","2004-Q1"
212,"ASOLD","MW","TOTAL","2004-04","2004-Q2"
20,"SOLD","MW","TOTAL","2004-04","2004-Q2"
100,"FORSALE","MW","TOTAL","2004-04","2004-Q2"
85,"ASOLD","NE","TOTAL","2004-04","2004-Q2"
26,"FORSALE","NE","TOTAL","2004-04","2004-Q2"
9,"SOLD","NE","TOTAL","2004-04","2004-Q2"
540,"ASOLD","SO","TOTAL","2004-04","2004-Q2"
182,"FORSALE","SO","TOTAL","2004-04","2004-Q2"
47,"SOLD","SO","TOTAL","2004-04","2004-Q2"
1186,"ASOLD","US","TOTAL","2004-04","2004-Q2"
509,"ASOLD","US","NOTSTD","2004-04","2004-Q2"
438,"ASOLD","US","UNDERC","2004-04","2004-Q2"
239,"ASOLD","US","COMPED","2004-04","2004-Q2"
235,"FORSALE","US","UNDERC","2004-04","2004-Q2"
382,"FORSALE","US","TOTAL","2004-04","2004-Q2"
4.3,"FORSALE","US","MMTHS","2004-04","2004-Q2"
60,"FORSALE","US","NOTSTD","2004-04","2004-Q2"
3.5,"FORSALE","US","MONSUP","2004-04","2004-Q2"
87,"FORSALE","US","COMPED","2004-04","2004-Q2"
383,"FORSALE","US","TOTAL","2004-04","2004-Q2"
4,"FORSALE","US","MONSUP","2004-04","2004-Q2"
88,"FORSALE","US","COMPED","2004-04","2004-Q2"
57,"FORSALE","US","NOTSTD","2004-04","2004-Q2"
238,"FORSALE","US","UNDERC","2004-04","2004-Q2"
49,"SOLD","US","NOTSTD","2004-04","2004-Q2"
40,"SOLD","US","UNDERC","2004-04","2004-Q2"
269300,"SOLD","US","AVERAG","2004-04","2004-Q2"
20,"SOLD","US","COMPED","2004-04","2004-Q2"
222300,"SOLD","US","MEDIAN","2004-04","2004-Q2"
109,"SOLD","US","TOTAL","2004-04","2004-Q2"
349,"ASOLD","WE","TOTAL","2004-04","2004-Q2"
73,"FORSALE","WE","TOTAL","2004-04","2004-Q2"
33,"SOLD","WE","TOTAL","2004-04","2004-Q2"
206,"ASOLD","MW","TOTAL","2004-05","2004-Q2"
101,"FORSALE","MW","TOTAL","2004-05","2004-Q2"
19,"SOLD","MW","TOTAL","2004-05","2004-Q2"
102,"ASOLD","NE","TOTAL","2004-05","2004-Q2"
25,"FORSALE","NE","TOTAL","2004-05","2004-Q2"
10,"SOLD","NE","TOTAL","2004-05","2004-Q2"
576,"ASOLD","SO","TOTAL","2004-05","2004-Q2"
177,"FORSALE","SO","TOTAL","2004-05","2004-Q2"
53,"SOLD","SO","TOTAL","2004-05","2004-Q2"
1241,"ASOLD","US","TOTAL","2004-05","2004-Q2"
472,"ASOLD","US","NOTSTD","2004-05","2004-Q2"
472,"ASOLD","US","UNDERC","2004-05","2004-Q2"
297,"ASOLD","US","COMPED","2004-05","2004-Q2"
238,"FORSALE","US","UNDERC","2004-05","2004-Q2"
379,"FORSALE","US","TOTAL","2004-05","2004-Q2"
3.9,"FORSALE","US","MMTHS","2004-05","2004-Q2"
55,"FORSALE","US","NOTSTD","2004-05","2004-Q2"
3.3,"FORSALE","US","MONSUP","2004-05","2004-Q2"
86,"FORSALE","US","COMPED","2004-05","2004-Q2"
3.8,"FORSALE","US","MONSUP","2004-05","2004-Q2"
383,"FORSALE","US","TOTAL","2004-05","2004-Q2"
87,"FORSALE","US","COMPED","2004-05","2004-Q2"
55,"FORSALE","US","NOTSTD","2004-05","2004-Q2"
241,"FORSALE","US","UNDERC","2004-05","2004-Q2"
42,"SOLD","US","NOTSTD","2004-05","2004-Q2"
45,"SOLD","US","UNDERC","2004-05","2004-Q2"
260400,"SOLD","US","AVERAG","2004-05","2004-Q2"
27,"SOLD","US","COMPED","2004-05","2004-Q2"
211700,"SOLD","US","MEDIAN","2004-05","2004-Q2"
115,"SOLD","US","TOTAL","2004-05","2004-Q2"
357,"ASOLD","WE","TOTAL","2004-05","2004-Q2"
76,"FORSALE","WE","TOTAL","2004-05","2004-Q2"
33,"SOLD","WE","TOTAL","2004-05","2004-Q2"
192,"ASOLD","MW","TOTAL","2004-06","2004-Q2"
103,"FORSALE","MW","TOTAL","2004-06","2004-Q2"
18,"SOLD","MW","TOTAL","2004-06","2004-Q2"
74,"ASOLD","NE","TOTAL","2004-06","2004-Q2"
26,"FORSALE","NE","TOTAL","2004-06","2004-Q2"
6,"SOLD","NE","TOTAL","2004-06","2004-Q2"
575,"ASOLD","SO","TOTAL","2004-06","2004-Q2"
178,"FORSALE","SO","TOTAL","2004-06","2004-Q2"
50,"SOLD","SO","TOTAL","2004-06","2004-Q2"
1180,"ASOLD","US","TOTAL","2004-06","2004-Q2"
488,"ASOLD","US","NOTSTD","2004-06","2004-Q2"
388,"ASOLD","US","UNDERC","2004-06","2004-Q2"
304,"ASOLD","US","COMPED","2004-06","2004-Q2"
385,"FORSALE","US","TOTAL","2004-06","2004-Q2"
4,"FORSALE","US","MMTHS","2004-06","2004-Q2"
65,"FORSALE","US","NOTSTD","2004-06","2004-Q2"
3.7,"FORSALE","US","MONSUP","2004-06","2004-Q2"
83,"FORSALE","US","COMPED","2004-06","2004-Q2"
237,"FORSALE","US","UNDERC","2004-06","2004-Q2"
3.9,"FORSALE","US","MONSUP","2004-06","2004-Q2"
383,"FORSALE","US","TOTAL","2004-06","2004-Q2"
85,"FORSALE","US","COMPED","2004-06","2004-Q2"
62,"FORSALE","US","NOTSTD","2004-06","2004-Q2"
236,"FORSALE","US","UNDERC","2004-06","2004-Q2"
37,"SOLD","US","UNDERC","2004-06","2004-Q2"
263200,"SOLD","US","AVERAG","2004-06","2004-Q2"
27,"SOLD","US","COMPED","2004-06","2004-Q2"
215700,"SOLD","US","MEDIAN","2004-06","2004-Q2"
105,"SOLD","US","TOTAL","2004-06","2004-Q2"
42,"SOLD","US","NOTSTD","2004-06","2004-Q2"
339,"ASOLD","WE","TOTAL","2004-06","2004-Q2"
78,"FORSALE","WE","TOTAL","2004-06","2004-Q2"
30,"SOLD","WE","TOTAL","2004-06","2004-Q2"
219,"ASOLD","MW","TOTAL","2004-07","2004-Q3"
101,"FORSALE","MW","TOTAL","2004-07","2004-Q3"
20,"SOLD","MW","TOTAL","2004-07","2004-Q3"
54,"ASOLD","NE","TOTAL","2004-07","2004-Q3"
29,"FORSALE","NE","TOTAL","2004-07","2004-Q3"
4,"SOLD","NE","TOTAL","2004-07","2004-Q3"
490,"ASOLD","SO","TOTAL","2004-07","2004-Q3"
184,"FORSALE","SO","TOTAL","2004-07","2004-Q3"
44,"SOLD","SO","TOTAL","2004-07","2004-Q3"
1088,"ASOLD","US","TOTAL","2004-07","2004-Q3"
461,"ASOLD","US","NOTSTD","2004-07","2004-Q3"
392,"ASOLD","US","UNDERC","2004-07","2004-Q3"
235,"ASOLD","US","COMPED","2004-07","2004-Q3"
3.6,"FORSALE","US","MMTHS","2004-07","2004-Q3"
67,"FORSALE","US","NOTSTD","2004-07","2004-Q3"
4.2,"FORSALE","US","MONSUP","2004-07","2004-Q3"
89,"FORSALE","US","COMPED","2004-07","2004-Q3"
242,"FORSALE","US","UNDERC","2004-07","2004-Q3"
397,"FORSALE","US","TOTAL","2004-07","2004-Q3"
4.5,"FORSALE","US","MONSUP","2004-07","2004-Q3"
400,"FORSALE","US","TOTAL","2004-07","2004-Q3"
93,"FORSALE","US","COMPED","2004-07","2004-Q3"
68,"FORSALE","US","NOTSTD","2004-07","2004-Q3"
239,"FORSALE","US","UNDERC","2004-07","2004-Q3"
36,"SOLD","US","UNDERC","2004-07","2004-Q3"
279200,"SOLD","US","AVERAG","2004-07","2004-Q3"
21,"SOLD","US","COMPED","2004-07","2004-Q3"
212400,"SOLD","US","MEDIAN","2004-07","2004-Q3"
96,"SOLD","US","TOTAL","2004-07","2004-Q3"
38,"SOLD","US","NOTSTD","2004-07","2004-Q3"
325,"ASOLD","WE","TOTAL","2004-07","2004-Q3"
83,"FORSALE","WE","TOTAL","2004-07","2004-Q3"
27,"SOLD","WE","TOTAL","2004-07","2004-Q3"
19,"SOLD","MW","TOTAL","2004-08","2004-Q3"
220,"ASOLD","MW","TOTAL","2004-08","2004-Q3"
102,"FORSALE","MW","TOTAL","2004-08","2004-Q3"
65,"ASOLD","NE","TOTAL","2004-08","2004-Q3"
30,"FORSALE","NE","TOTAL","2004-08","2004-Q3"
6,"SOLD","NE","TOTAL","2004-08","2004-Q3"
551,"ASOLD","SO","TOTAL","2004-08","2004-Q3"
187,"FORSALE","SO","TOTAL","2004-08","2004-Q3"
47,"SOLD","SO","TOTAL","2004-08","2004-Q3"
1175,"ASOLD","US","TOTAL","2004-08","2004-Q3"
412,"ASOLD","US","NOTSTD","2004-08","2004-Q3"
454,"ASOLD","US","UNDERC","2004-08","2004-Q3"
309,"ASOLD","US","COMPED","2004-08","2004-Q3"
3.7,"FORSALE","US","MMTHS","2004-08","2004-Q3"
63,"FORSALE","US","NOTSTD","2004-08","2004-Q3"
4,"FORSALE","US","MONSUP","2004-08","2004-Q3"
89,"FORSALE","US","COMPED","2004-08","2004-Q3"
251,"FORSALE","US","UNDERC","2004-08","2004-Q3"
404,"FORSALE","US","TOTAL","2004-08","2004-Q3"
4.3,"FORSALE","US","MONSUP","2004-08","2004-Q3"
405,"FORSALE","US","TOTAL","2004-08","2004-Q3"
93,"FORSALE","US","COMPED","2004-08","2004-Q3"
62,"FORSALE","US","NOTSTD","2004-08","2004-Q3"
250,"FORSALE","US","UNDERC","2004-08","2004-Q3"
40,"SOLD","US","UNDERC","2004-08","2004-Q3"
272200,"SOLD","US","AVERAG","2004-08","2004-Q3"
26,"SOLD","US","COMPED","2004-08","2004-Q3"
218100,"SOLD","US","MEDIAN","2004-08","2004-Q3"
102,"SOLD","US","TOTAL","2004-08","2004-Q3"
35,"SOLD","US","NOTSTD","2004-08","2004-Q3"
339,"ASOLD","WE","TOTAL","2004-08","2004-Q3"
84,"FORSALE","WE","TOTAL","2004-08","2004-Q3"
30,"SOLD","WE","TOTAL","2004-08","2004-Q3"
222,"ASOLD","MW","TOTAL","2004-09","2004-Q3"
104,"FORSALE","MW","TOTAL","2004-09","2004-Q3"
17,"SOLD","MW","TOTAL","2004-09","2004-Q3"
81,"ASOLD","NE","TOTAL","2004-09","2004-Q3"
30,"FORSALE","NE","TOTAL","2004-09","2004-Q3"
7,"SOLD","NE","TOTAL","2004-09","2004-Q3"
553,"ASOLD","SO","TOTAL","2004-09","2004-Q3"
191,"FORSALE","SO","TOTAL","2004-09","2004-Q3"
42,"SOLD","SO","TOTAL","2004-09","2004-Q3"
1214,"ASOLD","US","TOTAL","2004-09","2004-Q3"
451,"ASOLD","US","NOTSTD","2004-09","2004-Q3"
460,"ASOLD","US","UNDERC","2004-09","2004-Q3"
303,"ASOLD","US","COMPED","2004-09","2004-Q3"
70,"FORSALE","US","NOTSTD","2004-09","2004-Q3"
4.4,"FORSALE","US","MONSUP","2004-09","2004-Q3"
90,"FORSALE","US","COMPED","2004-09","2004-Q3"
253,"FORSALE","US","UNDERC","2004-09","2004-Q3"
413,"FORSALE","US","TOTAL","2004-09","2004-Q3"
4,"FORSALE","US","MMTHS","2004-09","2004-Q3"
4.1,"FORSALE","US","MONSUP","2004-09","2004-Q3"
410,"FORSALE","US","TOTAL","2004-09","2004-Q3"
91,"FORSALE","US","COMPED","2004-09","2004-Q3"
68,"FORSALE","US","NOTSTD","2004-09","2004-Q3"
251,"FORSALE","US","UNDERC","2004-09","2004-Q3"
37,"SOLD","US","UNDERC","2004-09","2004-Q3"
269200,"SOLD","US","AVERAG","2004-09","2004-Q3"
25,"SOLD","US","COMPED","2004-09","2004-Q3"
211600,"SOLD","US","MEDIAN","2004-09","2004-Q3"
94,"SOLD","US","TOTAL","2004-09","2004-Q3"
33,"SOLD","US","NOTSTD","2004-09","2004-Q3"
358,"ASOLD","WE","TOTAL","2004-09","2004-Q3"
89,"FORSALE","WE","TOTAL","2004-09","2004-Q3"
28,"SOLD","WE","TOTAL","2004-09","2004-Q3"
249,"ASOLD","MW","TOTAL","2004-10","2004-Q4"
105,"FORSALE","MW","TOTAL","2004-10","2004-Q4"
20,"SOLD","MW","TOTAL","2004-10","2004-Q4"
104,"ASOLD","NE","TOTAL","2004-10","2004-Q4"
29,"FORSALE","NE","TOTAL","2004-10","2004-Q4"
8,"SOLD","NE","TOTAL","2004-10","2004-Q4"
537,"ASOLD","SO","TOTAL","2004-10","2004-Q4"
196,"FORSALE","SO","TOTAL","2004-10","2004-Q4"
40,"SOLD","SO","TOTAL","2004-10","2004-Q4"
1305,"ASOLD","US","TOTAL","2004-10","2004-Q4"
527,"ASOLD","US","NOTSTD","2004-10","2004-Q4"
522,"ASOLD","US","UNDERC","2004-10","2004-Q4"
256,"ASOLD","US","COMPED","2004-10","2004-Q4"
414,"FORSALE","US","TOTAL","2004-10","2004-Q4"
3.8,"FORSALE","US","MMTHS","2004-10","2004-Q4"
62,"FORSALE","US","NOTSTD","2004-10","2004-Q4"
4.1,"FORSALE","US","MONSUP","2004-10","2004-Q4"
96,"FORSALE","US","COMPED","2004-10","2004-Q4"
256,"FORSALE","US","UNDERC","2004-10","2004-Q4"
3.9,"FORSALE","US","MONSUP","2004-10","2004-Q4"
413,"FORSALE","US","TOTAL","2004-10","2004-Q4"
95,"FORSALE","US","COMPED","2004-10","2004-Q4"
65,"FORSALE","US","NOTSTD","2004-10","2004-Q4"
253,"FORSALE","US","UNDERC","2004-10","2004-Q4"
41,"SOLD","US","UNDERC","2004-10","2004-Q4"
289600,"SOLD","US","AVERAG","2004-10","2004-Q4"
20,"SOLD","US","COMPED","2004-10","2004-Q4"
229200,"SOLD","US","MEDIAN","2004-10","2004-Q4"
101,"SOLD","US","TOTAL","2004-10","2004-Q4"
39,"SOLD","US","NOTSTD","2004-10","2004-Q4"
415,"ASOLD","WE","TOTAL","2004-10","2004-Q4"
83,"FORSALE","WE","TOTAL","2004-10","2004-Q4"
33,"SOLD","WE","TOTAL","2004-10","2004-Q4"
159,"ASOLD","MW","TOTAL","2004-11","2004-Q4"
111,"FORSALE","MW","TOTAL","2004-11","2004-Q4"
12,"SOLD","MW","TOTAL","2004-11","2004-Q4"
82,"ASOLD","NE","TOTAL","2004-11","2004-Q4"
30,"FORSALE","NE","TOTAL","2004-11","2004-Q4"
6,"SOLD","NE","TOTAL","2004-11","2004-Q4"
597,"ASOLD","SO","TOTAL","2004-11","2004-Q4"
195,"FORSALE","SO","TOTAL","2004-11","2004-Q4"
44,"SOLD","SO","TOTAL","2004-11","2004-Q4"
1179,"ASOLD","US","TOTAL","2004-11","2004-Q4"
496,"ASOLD","US","NOTSTD","2004-11","2004-Q4"
414,"ASOLD","US","UNDERC","2004-11","2004-Q4"
269,"ASOLD","US","COMPED","2004-11","2004-Q4"
5,"FORSALE","US","MONSUP","2004-11","2004-Q4"
97,"FORSALE","US","COMPED","2004-11","2004-Q4"
258,"FORSALE","US","UNDERC","2004-11","2004-Q4"
423,"FORSALE","US","TOTAL","2004-11","2004-Q4"
4,"FORSALE","US","MMTHS","2004-11","2004-Q4"
68,"FORSALE","US","NOTSTD","2004-11","2004-Q4"
4.3,"FORSALE","US","MONSUP","2004-11","2004-Q4"
418,"FORSALE","US","TOTAL","2004-11","2004-Q4"
95,"FORSALE","US","COMPED","2004-11","2004-Q4"
70,"FORSALE","US","NOTSTD","2004-11","2004-Q4"
253,"FORSALE","US","UNDERC","2004-11","2004-Q4"
283200,"SOLD","US","AVERAG","2004-11","2004-Q4"
21,"SOLD","US","COMPED","2004-11","2004-Q4"
224500,"SOLD","US","MEDIAN","2004-11","2004-Q4"
84,"SOLD","US","TOTAL","2004-11","2004-Q4"
35,"SOLD","US","NOTSTD","2004-11","2004-Q4"
28,"SOLD","US","UNDERC","2004-11","2004-Q4"
341,"ASOLD","WE","TOTAL","2004-11","2004-Q4"
87,"FORSALE","WE","TOTAL","2004-11","2004-Q4"
23,"SOLD","WE","TOTAL","2004-11","2004-Q4"
240,"ASOLD","MW","TOTAL","2004-12","2004-Q4"
111,"FORSALE","MW","TOTAL","2004-12","2004-Q4"
15,"SOLD","MW","TOTAL","2004-12","2004-Q4"
66,"ASOLD","NE","TOTAL","2004-12","2004-Q4"
30,"FORSALE","NE","TOTAL","2004-12","2004-Q4"
5,"SOLD","NE","TOTAL","2004-12","2004-Q4"
616,"ASOLD","SO","TOTAL","2004-12","2004-Q4"
200,"FORSALE","SO","TOTAL","2004-12","2004-Q4"
43,"SOLD","SO","TOTAL","2004-12","2004-Q4"
1242,"ASOLD","US","TOTAL","2004-12","2004-Q4"
507,"ASOLD","US","NOTSTD","2004-12","2004-Q4"
456,"ASOLD","US","UNDERC","2004-12","2004-Q4"
279,"ASOLD","US","COMPED","2004-12","2004-Q4"
5.2,"FORSALE","US","MONSUP","2004-12","2004-Q4"
103,"FORSALE","US","COMPED","2004-12","2004-Q4"
260,"FORSALE","US","UNDERC","2004-12","2004-Q4"
431,"FORSALE","US","TOTAL","2004-12","2004-Q4"
4.1,"FORSALE","US","MMTHS","2004-12","2004-Q4"
68,"FORSALE","US","NOTSTD","2004-12","2004-Q4"
4.1,"FORSALE","US","MONSUP","2004-12","2004-Q4"
422,"FORSALE","US","TOTAL","2004-12","2004-Q4"
97,"FORSALE","US","COMPED","2004-12","2004-Q4"
68,"FORSALE","US","NOTSTD","2004-12","2004-Q4"
257,"FORSALE","US","UNDERC","2004-12","2004-Q4"
284300,"SOLD","US","AVERAG","2004-12","2004-Q4"
21,"SOLD","US","COMPED","2004-12","2004-Q4"
229600,"SOLD","US","MEDIAN","2004-12","2004-Q4"
83,"SOLD","US","TOTAL","2004-12","2004-Q4"
34,"SOLD","US","NOTSTD","2004-12","2004-Q4"
28,"SOLD","US","UNDERC","2004-12","2004-Q4"
320,"ASOLD","WE","TOTAL","2004-12","2004-Q4"
91,"FORSALE","WE","TOTAL","2004-12","2004-Q4"
20,"SOLD","WE","TOTAL","2004-12","2004-Q4"
186,"ASOLD","MW","TOTAL","2005-01","2005-Q1"
112,"FORSALE","MW","TOTAL","2005-01","2005-Q1"
12,"SOLD","MW","TOTAL","2005-01","2005-Q1"
67,"ASOLD","NE","TOTAL","2005-01","2005-Q1"
32,"FORSALE","NE","TOTAL","2005-01","2005-Q1"
4,"SOLD","NE","TOTAL","2005-01","2005-Q1"
618,"ASOLD","SO","TOTAL","2005-01","2005-Q1"
204,"FORSALE","SO","TOTAL","2005-01","2005-Q1"
50,"SOLD","SO","TOTAL","2005-01","2005-Q1"
1203,"ASOLD","US","TOTAL","2005-01","2005-Q1"
515,"ASOLD","US","NOTSTD","2005-01","2005-Q1"
422,"ASOLD","US","UNDERC","2005-01","2005-Q1"
266,"ASOLD","US","COMPED","2005-01","2005-Q1"
106,"FORSALE","US","COMPED","2005-01","2005-Q1"
267,"FORSALE","US","UNDERC","2005-01","2005-Q1"
441,"FORSALE","US","TOTAL","2005-01","2005-Q1"
4.3,"FORSALE","US","MMTHS","2005-01","2005-Q1"
67,"FORSALE","US","NOTSTD","2005-01","2005-Q1"
4.8,"FORSALE","US","MONSUP","2005-01","2005-Q1"
4.4,"FORSALE","US","MONSUP","2005-01","2005-Q1"
441,"FORSALE","US","TOTAL","2005-01","2005-Q1"
102,"FORSALE","US","COMPED","2005-01","2005-Q1"
70,"FORSALE","US","NOTSTD","2005-01","2005-Q1"
269,"FORSALE","US","UNDERC","2005-01","2005-Q1"
283000,"SOLD","US","AVERAG","2005-01","2005-Q1"
19,"SOLD","US","COMPED","2005-01","2005-Q1"
223100,"SOLD","US","MEDIAN","2005-01","2005-Q1"
92,"SOLD","US","TOTAL","2005-01","2005-Q1"
43,"SOLD","US","NOTSTD","2005-01","2005-Q1"
30,"SOLD","US","UNDERC","2005-01","2005-Q1"
332,"ASOLD","WE","TOTAL","2005-01","2005-Q1"
92,"FORSALE","WE","TOTAL","2005-01","2005-Q1"
25,"SOLD","WE","TOTAL","2005-01","2005-Q1"
183,"ASOLD","MW","TOTAL","2005-02","2005-Q1"
113,"FORSALE","MW","TOTAL","2005-02","2005-Q1"
15,"SOLD","MW","TOTAL","2005-02","2005-Q1"
85,"ASOLD","NE","TOTAL","2005-02","2005-Q1"
32,"FORSALE","NE","TOTAL","2005-02","2005-Q1"
7,"SOLD","NE","TOTAL","2005-02","2005-Q1"
697,"ASOLD","SO","TOTAL","2005-02","2005-Q1"
205,"FORSALE","SO","TOTAL","2005-02","2005-Q1"
56,"SOLD","SO","TOTAL","2005-02","2005-Q1"
1319,"ASOLD","US","TOTAL","2005-02","2005-Q1"
531,"ASOLD","US","NOTSTD","2005-02","2005-Q1"
479,"ASOLD","US","UNDERC","2005-02","2005-Q1"
309,"ASOLD","US","COMPED","2005-02","2005-Q1"
107,"FORSALE","US","COMPED","2005-02","2005-Q1"
266,"FORSALE","US","UNDERC","2005-02","2005-Q1"
439,"FORSALE","US","TOTAL","2005-02","2005-Q1"
4.4,"FORSALE","US","MMTHS","2005-02","2005-Q1"
67,"FORSALE","US","NOTSTD","2005-02","2005-Q1"
4,"FORSALE","US","MONSUP","2005-02","2005-Q1"
4.3,"FORSALE","US","MONSUP","2005-02","2005-Q1"
446,"FORSALE","US","TOTAL","2005-02","2005-Q1"
103,"FORSALE","US","COMPED","2005-02","2005-Q1"
70,"FORSALE","US","NOTSTD","2005-02","2005-Q1"
273,"FORSALE","US","UNDERC","2005-02","2005-Q1"
24,"SOLD","US","COMPED","2005-02","2005-Q1"
237300,"SOLD","US","MEDIAN","2005-02","2005-Q1"
109,"SOLD","US","TOTAL","2005-02","2005-Q1"
47,"SOLD","US","NOTSTD","2005-02","2005-Q1"
38,"SOLD","US","UNDERC","2005-02","2005-Q1"
289100,"SOLD","US","AVERAG","2005-02","2005-Q1"
354,"ASOLD","WE","TOTAL","2005-02","2005-Q1"
90,"FORSALE","WE","TOTAL","2005-02","2005-Q1"
31,"SOLD","WE","TOTAL","2005-02","2005-Q1"
215,"ASOLD","MW","TOTAL","2005-03","2005-Q1"
113,"FORSALE","MW","TOTAL","2005-03","2005-Q1"
21,"SOLD","MW","TOTAL","2005-03","2005-Q1"
78,"ASOLD","NE","TOTAL","2005-03","2005-Q1"
33,"FORSALE","NE","TOTAL","2005-03","2005-Q1"
7,"SOLD","NE","TOTAL","2005-03","2005-Q1"
669,"ASOLD","SO","TOTAL","2005-03","2005-Q1"
206,"FORSALE","SO","TOTAL","2005-03","2005-Q1"
62,"SOLD","SO","TOTAL","2005-03","2005-Q1"
1328,"ASOLD","US","TOTAL","2005-03","2005-Q1"
502,"ASOLD","US","NOTSTD","2005-03","2005-Q1"
509,"ASOLD","US","UNDERC","2005-03","2005-Q1"
317,"ASOLD","US","COMPED","2005-03","2005-Q1"
105,"FORSALE","US","COMPED","2005-03","2005-Q1"
258,"FORSALE","US","UNDERC","2005-03","2005-Q1"
441,"FORSALE","US","TOTAL","2005-03","2005-Q1"
4.4,"FORSALE","US","MMTHS","2005-03","2005-Q1"
78,"FORSALE","US","NOTSTD","2005-03","2005-Q1"
3.5,"FORSALE","US","MONSUP","2005-03","2005-Q1"
4.1,"FORSALE","US","MONSUP","2005-03","2005-Q1"
445,"FORSALE","US","TOTAL","2005-03","2005-Q1"
