"cell_value","category_code","geo_level_code","data_type_code","time","Quarter"
31,"SOLD","US","UNDERC","2000-04","2000-Q2"
207300,"SOLD","US","AVERAG","2000-04","2000-Q2"
19,"SOLD","US","COMPED","2000-04","2000-Q2"
162600,"SOLD","US","MEDIAN","2000-04","2000-Q2"
78,"SOLD","US","TOTAL","2000-04","2000-Q2"
229,"ASOLD","WE","TOTAL","2000-04","2000-Q2"
60,"FORSALE","WE","TOTAL","2000-04","2000-Q2"
22,"SOLD","WE","TOTAL","2000-04","2000-Q2"
305,"FORSALE","US","TOTAL","2000-04","2000-Q2"
151,"ASOLD","MW","TOTAL","2000-05","2000-Q2"
64,"FORSALE","MW","TOTAL","2000-05","2000-Q2"
14,"SOLD","MW","TOTAL","2000-05","2000-Q2"
70,"ASOLD","NE","TOTAL","2000-05","2000-Q2"
25,"FORSALE","NE","TOTAL","2000-05","2000-Q2"
6,"SOLD","NE","TOTAL","2000-05","2000-Q2"
408,"ASOLD","SO","TOTAL","2000-05","2000-Q2"
152,"FORSALE","SO","TOTAL","2000-05","2000-Q2"
37,"SOLD","SO","TOTAL","2000-05","2000-Q2"
857,"ASOLD","US","TOTAL","2000-05","2000-Q2"
324,"ASOLD","US","NOTSTD","2000-05","2000-Q2"
316,"ASOLD","US","UNDERC","2000-05","2000-Q2"
217,"ASOLD","US","COMPED","2000-05","2000-Q2"
181,"FORSALE","US","UNDERC","2000-05","2000-Q2"
302,"FORSALE","US","TOTAL","2000-05","2000-Q2"
4.3,"FORSALE","US","MMTHS","2000-05","2000-Q2"
37,"FORSALE","US","NOTSTD","2000-05","2000-Q2"
3.9,"FORSALE","US","MONSUP","2000-05","2000-Q2"
84,"FORSALE","US","COMPED","2000-05","2000-Q2"
4.4,"FORSALE","US","MONSUP","2000-05","2000-Q2"
305,"FORSALE","US","TOTAL","2000-05","2000-Q2"
37,"FORSALE","US","NOTSTD","2000-05","2000-Q2"
184,"FORSALE","US","UNDERC","2000-05","2000-Q2"
84,"FORSALE","US","COMPED","2000-05","2000-Q2"
29,"SOLD","US","NOTSTD","2000-05","2000-Q2"
29,"SOLD","US","UNDERC","2000-05","2000-Q2"
2e+05,"SOLD","US","AVERAG","2000-05","2000-Q2"
18,"SOLD","US","COMPED","2000-05","2000-Q2"
164700,"SOLD","US","MEDIAN","2000-05","2000-Q2"
77,"SOLD","US","TOTAL","2000-05","2000-Q2"
228,"ASOLD","WE","TOTAL","2000-05","2000-Q2"
61,"FORSALE","WE","TOTAL","2000-05","2000-Q2"
20,"SOLD","WE","TOTAL","2000-05","2000-Q2"
147,"ASOLD","MW","TOTAL","2000-06","2000-Q2"
66,"FORSALE","MW","TOTAL","2000-06","2000-Q2"
14,"SOLD","MW","TOTAL","2000-06","2000-Q2"
73,"ASOLD","NE","TOTAL","2000-06","2000-Q2"
25,"FORSALE","NE","TOTAL","2000-06","2000-Q2"
7,"SOLD","NE","TOTAL","2000-06","2000-Q2"
380,"ASOLD","SO","TOTAL","2000-06","2000-Q2"
154,"FORSALE","SO","TOTAL","2000-06","2000-Q2"
33,"SOLD","SO","TOTAL","2000-06","2000-Q2"
793,"ASOLD","US","TOTAL","2000-06","2000-Q2"
286,"ASOLD","US","NOTSTD","2000-06","2000-Q2"
287,"ASOLD","US","UNDERC","2000-06","2000-Q2"
220,"ASOLD","US","COMPED","2000-06","2000-Q2"
308,"FORSALE","US","TOTAL","2000-06","2000-Q2"
186,"FORSALE","US","UNDERC","2000-06","2000-Q2"
4.3,"FORSALE","US","MMTHS","2000-06","2000-Q2"
39,"FORSALE","US","NOTSTD","2000-06","2000-Q2"
4.4,"FORSALE","US","MONSUP","2000-06","2000-Q2"
83,"FORSALE","US","COMPED","2000-06","2000-Q2"
4.8,"FORSALE","US","MONSUP","2000-06","2000-Q2"
306,"FORSALE","US","TOTAL","2000-06","2000-Q2"
37,"FORSALE","US","NOTSTD","2000-06","2000-Q2"
185,"FORSALE","US","UNDERC","2000-06","2000-Q2"
84,"FORSALE","US","COMPED","2000-06","2000-Q2"
26,"SOLD","US","UNDERC","2000-06","2000-Q2"
19,"SOLD","US","COMPED","2000-06","2000-Q2"
197700,"SOLD","US","AVERAG","2000-06","2000-Q2"
160100,"SOLD","US","MEDIAN","2000-06","2000-Q2"
71,"SOLD","US","TOTAL","2000-06","2000-Q2"
25,"SOLD","US","NOTSTD","2000-06","2000-Q2"
193,"ASOLD","WE","TOTAL","2000-06","2000-Q2"
64,"FORSALE","WE","TOTAL","2000-06","2000-Q2"
17,"SOLD","WE","TOTAL","2000-06","2000-Q2"
170,"ASOLD","MW","TOTAL","2000-07","2000-Q3"
64,"FORSALE","MW","TOTAL","2000-07","2000-Q3"
15,"SOLD","MW","TOTAL","2000-07","2000-Q3"
64,"ASOLD","NE","TOTAL","2000-07","2000-Q3"
25,"FORSALE","NE","TOTAL","2000-07","2000-Q3"
5,"SOLD","NE","TOTAL","2000-07","2000-Q3"
402,"ASOLD","SO","TOTAL","2000-07","2000-Q3"
149,"FORSALE","SO","TOTAL","2000-07","2000-Q3"
35,"SOLD","SO","TOTAL","2000-07","2000-Q3"
887,"ASOLD","US","TOTAL","2000-07","2000-Q3"
338,"ASOLD","US","NOTSTD","2000-07","2000-Q3"
311,"ASOLD","US","UNDERC","2000-07","2000-Q3"
238,"ASOLD","US","COMPED","2000-07","2000-Q3"
4.1,"FORSALE","US","MMTHS","2000-07","2000-Q3"
37,"FORSALE","US","NOTSTD","2000-07","2000-Q3"
3.9,"FORSALE","US","MONSUP","2000-07","2000-Q3"
79,"FORSALE","US","COMPED","2000-07","2000-Q3"
300,"FORSALE","US","TOTAL","2000-07","2000-Q3"
184,"FORSALE","US","UNDERC","2000-07","2000-Q3"
4.1,"FORSALE","US","MONSUP","2000-07","2000-Q3"
303,"FORSALE","US","TOTAL","2000-07","2000-Q3"
37,"FORSALE","US","NOTSTD","2000-07","2000-Q3"
183,"FORSALE","US","UNDERC","2000-07","2000-Q3"
27,"SOLD","US","UNDERC","2000-07","2000-Q3"
202200,"SOLD","US","AVERAG","2000-07","2000-Q3"
22,"SOLD","US","COMPED","2000-07","2000-Q3"
169000,"SOLD","US","MEDIAN","2000-07","2000-Q3"
76,"SOLD","US","TOTAL","2000-07","2000-Q3"
28,"SOLD","US","NOTSTD","2000-07","2000-Q3"
251,"ASOLD","WE","TOTAL","2000-07","2000-Q3"
61,"FORSALE","WE","TOTAL","2000-07","2000-Q3"
22,"SOLD","WE","TOTAL","2000-07","2000-Q3"
144,"ASOLD","MW","TOTAL","2000-08","2000-Q3"
63,"ASOLD","NE","TOTAL","2000-08","2000-Q3"
83,"FORSALE","US","COMPED","2000-07","2000-Q3"
63,"FORSALE","MW","TOTAL","2000-08","2000-Q3"
12,"SOLD","MW","TOTAL","2000-08","2000-Q3"
26,"FORSALE","NE","TOTAL","2000-08","2000-Q3"
6,"SOLD","NE","TOTAL","2000-08","2000-Q3"
395,"ASOLD","SO","TOTAL","2000-08","2000-Q3"
151,"FORSALE","SO","TOTAL","2000-08","2000-Q3"
33,"SOLD","SO","TOTAL","2000-08","2000-Q3"
848,"ASOLD","US","TOTAL","2000-08","2000-Q3"
314,"ASOLD","US","NOTSTD","2000-08","2000-Q3"
332,"ASOLD","US","UNDERC","2000-08","2000-Q3"
202,"ASOLD","US","COMPED","2000-08","2000-Q3"
3.8,"FORSALE","US","MMTHS","2000-08","2000-Q3"
40,"FORSALE","US","NOTSTD","2000-08","2000-Q3"
4.2,"FORSALE","US","MONSUP","2000-08","2000-Q3"
83,"FORSALE","US","COMPED","2000-08","2000-Q3"
303,"FORSALE","US","TOTAL","2000-08","2000-Q3"
180,"FORSALE","US","UNDERC","2000-08","2000-Q3"
4.4,"FORSALE","US","MONSUP","2000-08","2000-Q3"
302,"FORSALE","US","TOTAL","2000-08","2000-Q3"
85,"FORSALE","US","COMPED","2000-08","2000-Q3"
38,"FORSALE","US","NOTSTD","2000-08","2000-Q3"
179,"FORSALE","US","UNDERC","2000-08","2000-Q3"
29,"SOLD","US","UNDERC","2000-08","2000-Q3"
200200,"SOLD","US","AVERAG","2000-08","2000-Q3"
17,"SOLD","US","COMPED","2000-08","2000-Q3"
166600,"SOLD","US","MEDIAN","2000-08","2000-Q3"
73,"SOLD","US","TOTAL","2000-08","2000-Q3"
26,"SOLD","US","NOTSTD","2000-08","2000-Q3"
246,"ASOLD","WE","TOTAL","2000-08","2000-Q3"
63,"FORSALE","WE","TOTAL","2000-08","2000-Q3"
22,"SOLD","WE","TOTAL","2000-08","2000-Q3"
163,"ASOLD","MW","TOTAL","2000-09","2000-Q3"
63,"FORSALE","MW","TOTAL","2000-09","2000-Q3"
12,"SOLD","MW","TOTAL","2000-09","2000-Q3"
69,"ASOLD","NE","TOTAL","2000-09","2000-Q3"
26,"FORSALE","NE","TOTAL","2000-09","2000-Q3"
6,"SOLD","NE","TOTAL","2000-09","2000-Q3"
421,"ASOLD","SO","TOTAL","2000-09","2000-Q3"
148,"FORSALE","SO","TOTAL","2000-09","2000-Q3"
32,"SOLD","SO","TOTAL","2000-09","2000-Q3"
912,"ASOLD","US","TOTAL","2000-09","2000-Q3"
319,"ASOLD","US","NOTSTD","2000-09","2000-Q3"
347,"ASOLD","US","UNDERC","2000-09","2000-Q3"
246,"ASOLD","US","COMPED","2000-09","2000-Q3"
39,"FORSALE","US","NOTSTD","2000-09","2000-Q3"
4.3,"FORSALE","US","MONSUP","2000-09","2000-Q3"
84,"FORSALE","US","COMPED","2000-09","2000-Q3"
301,"FORSALE","US","TOTAL","2000-09","2000-Q3"
177,"FORSALE","US","UNDERC","2000-09","2000-Q3"
3.9,"FORSALE","US","MMTHS","2000-09","2000-Q3"
4,"FORSALE","US","MONSUP","2000-09","2000-Q3"
300,"FORSALE","US","TOTAL","2000-09","2000-Q3"
85,"FORSALE","US","COMPED","2000-09","2000-Q3"
39,"FORSALE","US","NOTSTD","2000-09","2000-Q3"
176,"FORSALE","US","UNDERC","2000-09","2000-Q3"
27,"SOLD","US","UNDERC","2000-09","2000-Q3"
208300,"SOLD","US","AVERAG","2000-09","2000-Q3"
20,"SOLD","US","COMPED","2000-09","2000-Q3"
171500,"SOLD","US","MEDIAN","2000-09","2000-Q3"
70,"SOLD","US","TOTAL","2000-09","2000-Q3"
23,"SOLD","US","NOTSTD","2000-09","2000-Q3"
259,"ASOLD","WE","TOTAL","2000-09","2000-Q3"
62,"FORSALE","WE","TOTAL","2000-09","2000-Q3"
20,"SOLD","WE","TOTAL","2000-09","2000-Q3"
161,"ASOLD","MW","TOTAL","2000-10","2000-Q4"
66,"FORSALE","MW","TOTAL","2000-10","2000-Q4"
13,"SOLD","MW","TOTAL","2000-10","2000-Q4"
87,"ASOLD","NE","TOTAL","2000-10","2000-Q4"
27,"FORSALE","NE","TOTAL","2000-10","2000-Q4"
6,"SOLD","NE","TOTAL","2000-10","2000-Q4"
420,"ASOLD","SO","TOTAL","2000-10","2000-Q4"
150,"FORSALE","SO","TOTAL","2000-10","2000-Q4"
31,"SOLD","SO","TOTAL","2000-10","2000-Q4"
933,"ASOLD","US","TOTAL","2000-10","2000-Q4"
377,"ASOLD","US","NOTSTD","2000-10","2000-Q4"
322,"ASOLD","US","UNDERC","2000-10","2000-Q4"
234,"ASOLD","US","COMPED","2000-10","2000-Q4"
4.3,"FORSALE","US","MONSUP","2000-10","2000-Q4"
86,"FORSALE","US","COMPED","2000-10","2000-Q4"
305,"FORSALE","US","TOTAL","2000-10","2000-Q4"
180,"FORSALE","US","UNDERC","2000-10","2000-Q4"
3.8,"FORSALE","US","MMTHS","2000-10","2000-Q4"
40,"FORSALE","US","NOTSTD","2000-10","2000-Q4"
4,"FORSALE","US","MONSUP","2000-10","2000-Q4"
301,"FORSALE","US","TOTAL","2000-10","2000-Q4"
86,"FORSALE","US","COMPED","2000-10","2000-Q4"
40,"FORSALE","US","NOTSTD","2000-10","2000-Q4"
175,"FORSALE","US","UNDERC","2000-10","2000-Q4"
19,"SOLD","US","COMPED","2000-10","2000-Q4"
215100,"SOLD","US","AVERAG","2000-10","2000-Q4"
176300,"SOLD","US","MEDIAN","2000-10","2000-Q4"
71,"SOLD","US","TOTAL","2000-10","2000-Q4"
26,"SOLD","US","NOTSTD","2000-10","2000-Q4"
26,"SOLD","US","UNDERC","2000-10","2000-Q4"
265,"ASOLD","WE","TOTAL","2000-10","2000-Q4"
62,"FORSALE","WE","TOTAL","2000-10","2000-Q4"
20,"SOLD","WE","TOTAL","2000-10","2000-Q4"
146,"ASOLD","MW","TOTAL","2000-11","2000-Q4"
68,"FORSALE","MW","TOTAL","2000-11","2000-Q4"
11,"SOLD","MW","TOTAL","2000-11","2000-Q4"
68,"ASOLD","NE","TOTAL","2000-11","2000-Q4"
29,"FORSALE","NE","TOTAL","2000-11","2000-Q4"
5,"SOLD","NE","TOTAL","2000-11","2000-Q4"
418,"ASOLD","SO","TOTAL","2000-11","2000-Q4"
149,"FORSALE","SO","TOTAL","2000-11","2000-Q4"
30,"SOLD","SO","TOTAL","2000-11","2000-Q4"
880,"ASOLD","US","TOTAL","2000-11","2000-Q4"
350,"ASOLD","US","NOTSTD","2000-11","2000-Q4"
303,"ASOLD","US","UNDERC","2000-11","2000-Q4"
227,"ASOLD","US","COMPED","2000-11","2000-Q4"
4.9,"FORSALE","US","MONSUP","2000-11","2000-Q4"
92,"FORSALE","US","COMPED","2000-11","2000-Q4"
309,"FORSALE","US","TOTAL","2000-11","2000-Q4"
176,"FORSALE","US","UNDERC","2000-11","2000-Q4"
3.8,"FORSALE","US","MMTHS","2000-11","2000-Q4"
41,"FORSALE","US","NOTSTD","2000-11","2000-Q4"
4.2,"FORSALE","US","MONSUP","2000-11","2000-Q4"
305,"FORSALE","US","TOTAL","2000-11","2000-Q4"
90,"FORSALE","US","COMPED","2000-11","2000-Q4"
42,"FORSALE","US","NOTSTD","2000-11","2000-Q4"
173,"FORSALE","US","UNDERC","2000-11","2000-Q4"
17,"SOLD","US","COMPED","2000-11","2000-Q4"
210700,"SOLD","US","AVERAG","2000-11","2000-Q4"
174700,"SOLD","US","MEDIAN","2000-11","2000-Q4"
63,"SOLD","US","TOTAL","2000-11","2000-Q4"
24,"SOLD","US","NOTSTD","2000-11","2000-Q4"
21,"SOLD","US","UNDERC","2000-11","2000-Q4"
248,"ASOLD","WE","TOTAL","2000-11","2000-Q4"
63,"FORSALE","WE","TOTAL","2000-11","2000-Q4"
17,"SOLD","WE","TOTAL","2000-11","2000-Q4"
173,"ASOLD","MW","TOTAL","2000-12","2000-Q4"
65,"FORSALE","MW","TOTAL","2000-12","2000-Q4"
10,"SOLD","MW","TOTAL","2000-12","2000-Q4"
65,"ASOLD","NE","TOTAL","2000-12","2000-Q4"
28,"FORSALE","NE","TOTAL","2000-12","2000-Q4"
5,"SOLD","NE","TOTAL","2000-12","2000-Q4"
449,"ASOLD","SO","TOTAL","2000-12","2000-Q4"
146,"FORSALE","SO","TOTAL","2000-12","2000-Q4"
31,"SOLD","SO","TOTAL","2000-12","2000-Q4"
983,"ASOLD","US","TOTAL","2000-12","2000-Q4"
350,"ASOLD","US","UNDERC","2000-12","2000-Q4"
275,"ASOLD","US","COMPED","2000-12","2000-Q4"
4.6,"FORSALE","US","MONSUP","2000-12","2000-Q4"
91,"FORSALE","US","COMPED","2000-12","2000-Q4"
301,"FORSALE","US","TOTAL","2000-12","2000-Q4"
171,"FORSALE","US","UNDERC","2000-12","2000-Q4"
4.2,"FORSALE","US","MMTHS","2000-12","2000-Q4"
39,"FORSALE","US","NOTSTD","2000-12","2000-Q4"
3.6,"FORSALE","US","MONSUP","2000-12","2000-Q4"
298,"FORSALE","US","TOTAL","2000-12","2000-Q4"
87,"FORSALE","US","COMPED","2000-12","2000-Q4"
41,"FORSALE","US","NOTSTD","2000-12","2000-Q4"
170,"FORSALE","US","UNDERC","2000-12","2000-Q4"
208100,"SOLD","US","AVERAG","2000-12","2000-Q4"
21,"SOLD","US","COMPED","2000-12","2000-Q4"
162000,"SOLD","US","MEDIAN","2000-12","2000-Q4"
65,"SOLD","US","TOTAL","2000-12","2000-Q4"
23,"SOLD","US","NOTSTD","2000-12","2000-Q4"
21,"SOLD","US","UNDERC","2000-12","2000-Q4"
296,"ASOLD","WE","TOTAL","2000-12","2000-Q4"
62,"FORSALE","WE","TOTAL","2000-12","2000-Q4"
19,"SOLD","WE","TOTAL","2000-12","2000-Q4"
171,"ASOLD","MW","TOTAL","2001-01","2001-Q1"
64,"FORSALE","MW","TOTAL","2001-01","2001-Q1"
11,"SOLD","MW","TOTAL","2001-01","2001-Q1"
56,"ASOLD","NE","TOTAL","2001-01","2001-Q1"
28,"FORSALE","NE","TOTAL","2001-01","2001-Q1"
4,"SOLD","NE","TOTAL","2001-01","2001-Q1"
435,"ASOLD","SO","TOTAL","2001-01","2001-Q1"
145,"FORSALE","SO","TOTAL","2001-01","2001-Q1"
35,"SOLD","SO","TOTAL","2001-01","2001-Q1"
936,"ASOLD","US","TOTAL","2001-01","2001-Q1"
332,"ASOLD","US","UNDERC","2001-01","2001-Q1"
269,"ASOLD","US","COMPED","2001-01","2001-Q1"
4.2,"FORSALE","US","MONSUP","2001-01","2001-Q1"
85,"FORSALE","US","COMPED","2001-01","2001-Q1"
298,"FORSALE","US","TOTAL","2001-01","2001-Q1"
174,"FORSALE","US","UNDERC","2001-01","2001-Q1"
4.7,"FORSALE","US","MMTHS","2001-01","2001-Q1"
40,"FORSALE","US","NOTSTD","2001-01","2001-Q1"
3.8,"FORSALE","US","MONSUP","2001-01","2001-Q1"
296,"FORSALE","US","TOTAL","2001-01","2001-Q1"
82,"FORSALE","US","COMPED","2001-01","2001-Q1"
41,"FORSALE","US","NOTSTD","2001-01","2001-Q1"
173,"FORSALE","US","UNDERC","2001-01","2001-Q1"
209000,"SOLD","US","AVERAG","2001-01","2001-Q1"
20,"SOLD","US","COMPED","2001-01","2001-Q1"
171300,"SOLD","US","MEDIAN","2001-01","2001-Q1"
72,"SOLD","US","TOTAL","2001-01","2001-Q1"
28,"SOLD","US","NOTSTD","2001-01","2001-Q1"
24,"SOLD","US","UNDERC","2001-01","2001-Q1"
274,"ASOLD","WE","TOTAL","2001-01","2001-Q1"
61,"FORSALE","WE","TOTAL","2001-01","2001-Q1"
22,"SOLD","WE","TOTAL","2001-01","2001-Q1"
358,"ASOLD","US","NOTSTD","2000-12","2000-Q4"
335,"ASOLD","US","NOTSTD","2001-01","2001-Q1"
168,"ASOLD","MW","TOTAL","2001-02","2001-Q1"
63,"FORSALE","MW","TOTAL","2001-02","2001-Q1"
14,"SOLD","MW","TOTAL","2001-02","2001-Q1"
70,"ASOLD","NE","TOTAL","2001-02","2001-Q1"
27,"FORSALE","NE","TOTAL","2001-02","2001-Q1"
7,"SOLD","NE","TOTAL","2001-02","2001-Q1"
447,"ASOLD","SO","TOTAL","2001-02","2001-Q1"
143,"FORSALE","SO","TOTAL","2001-02","2001-Q1"
40,"SOLD","SO","TOTAL","2001-02","2001-Q1"
963,"ASOLD","US","TOTAL","2001-02","2001-Q1"
386,"ASOLD","US","NOTSTD","2001-02","2001-Q1"
353,"ASOLD","US","UNDERC","2001-02","2001-Q1"
224,"ASOLD","US","COMPED","2001-02","2001-Q1"
81,"FORSALE","US","COMPED","2001-02","2001-Q1"
291,"FORSALE","US","TOTAL","2001-02","2001-Q1"
170,"FORSALE","US","UNDERC","2001-02","2001-Q1"
4.8,"FORSALE","US","MMTHS","2001-02","2001-Q1"
40,"FORSALE","US","NOTSTD","2001-02","2001-Q1"
3.4,"FORSALE","US","MONSUP","2001-02","2001-Q1"
3.7,"FORSALE","US","MONSUP","2001-02","2001-Q1"
296,"FORSALE","US","TOTAL","2001-02","2001-Q1"
80,"FORSALE","US","COMPED","2001-02","2001-Q1"
41,"FORSALE","US","NOTSTD","2001-02","2001-Q1"
175,"FORSALE","US","UNDERC","2001-02","2001-Q1"
19,"SOLD","US","COMPED","2001-02","2001-Q1"
169100,"SOLD","US","MEDIAN","2001-02","2001-Q1"
85,"SOLD","US","TOTAL","2001-02","2001-Q1"
37,"SOLD","US","NOTSTD","2001-02","2001-Q1"
30,"SOLD","US","UNDERC","2001-02","2001-Q1"
211000,"SOLD","US","AVERAG","2001-02","2001-Q1"
278,"ASOLD","WE","TOTAL","2001-02","2001-Q1"
59,"FORSALE","WE","TOTAL","2001-02","2001-Q1"
25,"SOLD","WE","TOTAL","2001-02","2001-Q1"
189,"ASOLD","MW","TOTAL","2001-03","2001-Q1"
61,"FORSALE","MW","TOTAL","2001-03","2001-Q1"
19,"SOLD","MW","TOTAL","2001-03","2001-Q1"
75,"ASOLD","NE","TOTAL","2001-03","2001-Q1"
25,"FORSALE","NE","TOTAL","2001-03","2001-Q1"
7,"SOLD","NE","TOTAL","2001-03","2001-Q1"
439,"ASOLD","SO","TOTAL","2001-03","2001-Q1"
139,"FORSALE","SO","TOTAL","2001-03","2001-Q1"
43,"SOLD","SO","TOTAL","2001-03","2001-Q1"
939,"ASOLD","US","TOTAL","2001-03","2001-Q1"
352,"ASOLD","US","NOTSTD","2001-03","2001-Q1"
338,"ASOLD","US","UNDERC","2001-03","2001-Q1"
249,"ASOLD","US","COMPED","2001-03","2001-Q1"
76,"FORSALE","US","COMPED","2001-03","2001-Q1"
165,"FORSALE","US","UNDERC","2001-03","2001-Q1"
286,"FORSALE","US","TOTAL","2001-03","2001-Q1"
5,"FORSALE","US","MMTHS","2001-03","2001-Q1"
44,"FORSALE","US","NOTSTD","2001-03","2001-Q1"
3.1,"FORSALE","US","MONSUP","2001-03","2001-Q1"
3.8,"FORSALE","US","MONSUP","2001-03","2001-Q1"
292,"FORSALE","US","TOTAL","2001-03","2001-Q1"
78,"FORSALE","US","COMPED","2001-03","2001-Q1"
44,"FORSALE","US","NOTSTD","2001-03","2001-Q1"
170,"FORSALE","US","UNDERC","2001-03","2001-Q1"
166300,"SOLD","US","MEDIAN","2001-03","2001-Q1"
94,"SOLD","US","TOTAL","2001-03","2001-Q1"
37,"SOLD","US","NOTSTD","2001-03","2001-Q1"
33,"SOLD","US","UNDERC","2001-03","2001-Q1"
210200,"SOLD","US","AVERAG","2001-03","2001-Q1"
24,"SOLD","US","COMPED","2001-03","2001-Q1"
236,"ASOLD","WE","TOTAL","2001-03","2001-Q1"
61,"FORSALE","WE","TOTAL","2001-03","2001-Q1"
24,"SOLD","WE","TOTAL","2001-03","2001-Q1"
60,"FORSALE","MW","TOTAL","2001-04","2001-Q2"
16,"SOLD","MW","TOTAL","2001-04","2001-Q2"
70,"ASOLD","NE","TOTAL","2001-04","2001-Q2"
163,"ASOLD","MW","TOTAL","2001-04","2001-Q2"
23,"FORSALE","NE","TOTAL","2001-04","2001-Q2"
7,"SOLD","NE","TOTAL","2001-04","2001-Q2"
436,"ASOLD","SO","TOTAL","2001-04","2001-Q2"
142,"FORSALE","SO","TOTAL","2001-04","2001-Q2"
38,"SOLD","SO","TOTAL","2001-04","2001-Q2"
909,"ASOLD","US","TOTAL","2001-04","2001-Q2"
349,"ASOLD","US","NOTSTD","2001-04","2001-Q2"
330,"ASOLD","US","UNDERC","2001-04","2001-Q2"
230,"ASOLD","US","COMPED","2001-04","2001-Q2"
75,"FORSALE","US","COMPED","2001-04","2001-Q2"
174,"FORSALE","US","UNDERC","2001-04","2001-Q2"
288,"FORSALE","US","TOTAL","2001-04","2001-Q2"
5.3,"FORSALE","US","MMTHS","2001-04","2001-Q2"
39,"FORSALE","US","NOTSTD","2001-04","2001-Q2"
3.4,"FORSALE","US","MONSUP","2001-04","2001-Q2"
3.9,"FORSALE","US","MONSUP","2001-04","2001-Q2"
294,"FORSALE","US","TOTAL","2001-04","2001-Q2"
77,"FORSALE","US","COMPED","2001-04","2001-Q2"
39,"FORSALE","US","NOTSTD","2001-04","2001-Q2"
178,"FORSALE","US","UNDERC","2001-04","2001-Q2"
175200,"SOLD","US","MEDIAN","2001-04","2001-Q2"
84,"SOLD","US","TOTAL","2001-04","2001-Q2"
34,"SOLD","US","NOTSTD","2001-04","2001-Q2"
30,"SOLD","US","UNDERC","2001-04","2001-Q2"
205500,"SOLD","US","AVERAG","2001-04","2001-Q2"
19,"SOLD","US","COMPED","2001-04","2001-Q2"
240,"ASOLD","WE","TOTAL","2001-04","2001-Q2"
62,"FORSALE","WE","TOTAL","2001-04","2001-Q2"
23,"SOLD","WE","TOTAL","2001-04","2001-Q2"
152,"ASOLD","MW","TOTAL","2001-05","2001-Q2"
60,"FORSALE","MW","TOTAL","2001-05","2001-Q2"
14,"SOLD","MW","TOTAL","2001-05","2001-Q2"
55,"ASOLD","NE","TOTAL","2001-05","2001-Q2"
24,"FORSALE","NE","TOTAL","2001-05","2001-Q2"
5,"SOLD","NE","TOTAL","2001-05","2001-Q2"
444,"ASOLD","SO","TOTAL","2001-05","2001-Q2"
143,"FORSALE","SO","TOTAL","2001-05","2001-Q2"
40,"SOLD","SO","TOTAL","2001-05","2001-Q2"
885,"ASOLD","US","TOTAL","2001-05","2001-Q2"
321,"ASOLD","US","NOTSTD","2001-05","2001-Q2"
340,"ASOLD","US","UNDERC","2001-05","2001-Q2"
224,"ASOLD","US","COMPED","2001-05","2001-Q2"
76,"FORSALE","US","COMPED","2001-05","2001-Q2"
174,"FORSALE","US","UNDERC","2001-05","2001-Q2"
293,"FORSALE","US","TOTAL","2001-05","2001-Q2"
5.2,"FORSALE","US","MMTHS","2001-05","2001-Q2"
43,"FORSALE","US","NOTSTD","2001-05","2001-Q2"
3.7,"FORSALE","US","MONSUP","2001-05","2001-Q2"
4,"FORSALE","US","MONSUP","2001-05","2001-Q2"
295,"FORSALE","US","TOTAL","2001-05","2001-Q2"
76,"FORSALE","US","COMPED","2001-05","2001-Q2"
42,"FORSALE","US","NOTSTD","2001-05","2001-Q2"
177,"FORSALE","US","UNDERC","2001-05","2001-Q2"
175300,"SOLD","US","MEDIAN","2001-05","2001-Q2"
80,"SOLD","US","TOTAL","2001-05","2001-Q2"
29,"SOLD","US","NOTSTD","2001-05","2001-Q2"
32,"SOLD","US","UNDERC","2001-05","2001-Q2"
19,"SOLD","US","COMPED","2001-05","2001-Q2"
211400,"SOLD","US","AVERAG","2001-05","2001-Q2"
234,"ASOLD","WE","TOTAL","2001-05","2001-Q2"
65,"FORSALE","WE","TOTAL","2001-05","2001-Q2"
21,"SOLD","WE","TOTAL","2001-05","2001-Q2"
63,"FORSALE","MW","TOTAL","2001-06","2001-Q2"
16,"SOLD","MW","TOTAL","2001-06","2001-Q2"
171,"ASOLD","MW","TOTAL","2001-06","2001-Q2"
61,"ASOLD","NE","TOTAL","2001-06","2001-Q2"
24,"FORSALE","NE","TOTAL","2001-06","2001-Q2"
5,"SOLD","NE","TOTAL","2001-06","2001-Q2"
415,"ASOLD","SO","TOTAL","2001-06","2001-Q2"
147,"FORSALE","SO","TOTAL","2001-06","2001-Q2"
37,"SOLD","SO","TOTAL","2001-06","2001-Q2"
882,"ASOLD","US","TOTAL","2001-06","2001-Q2"
335,"ASOLD","US","NOTSTD","2001-06","2001-Q2"
336,"ASOLD","US","UNDERC","2001-06","2001-Q2"
211,"ASOLD","US","COMPED","2001-06","2001-Q2"
74,"FORSALE","US","COMPED","2001-06","2001-Q2"
182,"FORSALE","US","UNDERC","2001-06","2001-Q2"
302,"FORSALE","US","TOTAL","2001-06","2001-Q2"
5,"FORSALE","US","MMTHS","2001-06","2001-Q2"
47,"FORSALE","US","NOTSTD","2001-06","2001-Q2"
3.8,"FORSALE","US","MONSUP","2001-06","2001-Q2"
301,"FORSALE","US","TOTAL","2001-06","2001-Q2"
4.2,"FORSALE","US","MONSUP","2001-06","2001-Q2"
75,"FORSALE","US","COMPED","2001-06","2001-Q2"
